Order ID,Order Date,Segment,State,Region,Category,Sales,Quantity,Discount,Profit
CA-2018-1579,2018-11-04,Corporate,Texas,Central,Office Supplies,151.15,1,0.2,3.02
CA-2015-1580,2015-02-21,Corporate,Washington,West,Technology,4066.38,6,0,894.6
CA-2015-1581,2015-04-25,Consumer,Florida,South,Furniture,3642.5,10,0,182.12
CA-2017-1582,2017-01-13,Corporate,Illinois,Central,Technology,1084.38,4,0.3,-21.69
CA-2018-1583,2018-01-26,Consumer,Alabama,South,Furniture,3678.85,7,0,183.94
CA-2017-1584,2017-01-13,Corporate,Arizona,West,Technology,1385.5,8,0.3,-27.71
CA-2018-1585,2018-03-26,Home Office,California,West,Furniture,5809.95,9,0,290.5
CA-2015-1586,2015-12-08,Corporate,Massachusetts,East,Furniture,693.56,5,0.2,-76.29
CA-2016-1587,2016-07-12,Corporate,Massachusetts,East,Technology,1677.36,6,0.2,100.64
CA-2016-1588,2016-01-20,Corporate,Washington,West,Technology,1605.4,5,0,353.19
CA-2015-1589,2015-01-23,Corporate,Pennsylvania,East,Office Supplies,1348.37,8,0.7,-512.38
CA-2015-1590,2015-08-12,Corporate,Washington,West,Technology,980.73,10,0.7,-333.45
CA-2018-1591,2018-01-09,Home Office,Wisconsin,Central,Technology,6979.59,9,0,1535.51
CA-2016-1592,2016-06-06,Home Office,Oregon,West,Office Supplies,5454.9,10,0,981.88
CA-2018-1593,2018-10-12,Consumer,Wisconsin,Central,Furniture,4344.42,7,0.1,-130.33
CA-2016-1594,2016-10-11,Consumer,Texas,Central,Technology,396.14,8,0.3,-7.92
CA-2015-1595,2015-06-19,Home Office,Oregon,West,Technology,1826.58,3,0,401.85
CA-2018-1596,2018-05-23,Home Office,Oregon,West,Office Supplies,222.76,4,0.7,-84.65
CA-2016-1597,2016-03-01,Home Office,New Jersey,East,Furniture,553.61,9,0.7,-282.34
CA-2018-1598,2018-04-27,Corporate,Pennsylvania,East,Technology,1818.64,8,0,400.1
CA-2016-1599,2016-05-01,Home Office,Tennessee,South,Technology,1349.54,4,0.5,-242.92
CA-2018-1600,2018-08-26,Corporate,Florida,South,Furniture,315.0,10,0,15.75
CA-2016-1601,2016-02-08,Consumer,New Jersey,East,Technology,4027.08,6,0,885.96
CA-2015-1602,2015-09-25,Home Office,Tennessee,South,Office Supplies,467.29,6,0.3,-28.04
CA-2015-1603,2015-10-03,Consumer,Michigan,Central,Office Supplies,3777.29,9,0.3,-226.64
CA-2015-1604,2015-12-01,Corporate,Wisconsin,Central,Office Supplies,2288.95,5,0,412.01
CA-2017-1605,2017-03-25,Consumer,Florida,South,Technology,1966.46,3,0.1,275.3
CA-2015-1606,2015-03-11,Corporate,New Jersey,East,Office Supplies,229.36,4,0,41.28
CA-2018-1607,2018-08-03,Home Office,Indiana,Central,Office Supplies,2437.47,9,0,438.74
CA-2016-1608,2016-10-01,Consumer,Florida,South,Office Supplies,32.37,2,0.3,-1.94
CA-2015-1609,2015-05-01,Consumer,New York,East,Technology,4766.13,10,0.1,667.26
CA-2016-1610,2016-06-26,Consumer,Virginia,East,Office Supplies,632.44,1,0.1,63.24
CA-2018-1611,2018-02-16,Home Office,Ohio,Central,Furniture,759.08,8,0.5,-265.68
CA-2017-1612,2017-09-13,Corporate,Tennessee,South,Technology,4235.4,6,0,931.79
CA-2018-1613,2018-03-17,Consumer,Pennsylvania,East,Office Supplies,1874.53,7,0,337.42
CA-2017-1614,2017-10-27,Corporate,Illinois,Central,Technology,2338.96,8,0,514.57
CA-2018-1615,2018-11-07,Consumer,Pennsylvania,East,Office Supplies,3420.6,10,0,615.71
CA-2016-1616,2016-04-28,Home Office,Arizona,West,Office Supplies,219.81,7,0.1,21.98
CA-2015-1617,2015-09-26,Corporate,New York,East,Furniture,823.16,4,0.7,-419.81
CA-2015-1618,2015-08-07,Corporate,New York,East,Office Supplies,2659.76,4,0,478.76
CA-2016-1619,2016-08-02,Consumer,North Carolina,South,Office Supplies,161.82,3,0,29.13
CA-2016-1620,2016-03-10,Home Office,Texas,Central,Furniture,2317.64,4,0,115.88
CA-2018-1621,2018-05-01,Corporate,Michigan,Central,Technology,1324.09,6,0.3,-26.48
CA-2016-1622,2016-04-13,Consumer,North Carolina,South,Office Supplies,196.2,1,0.7,-74.56
CA-2017-1623,2017-12-02,Consumer,New York,East,Office Supplies,487.41,7,0.7,-185.22
CA-2016-1624,2016-11-11,Home Office,Oregon,West,Furniture,1708.32,4,0,85.42
CA-2015-1625,2015-04-10,Home Office,New Jersey,East,Furniture,1063.47,3,0,53.17
CA-2015-1626,2015-08-09,Consumer,Washington,West,Office Supplies,1965.47,9,0.7,-746.88
CA-2018-1627,2018-05-28,Consumer,New Jersey,East,Office Supplies,4261.45,7,0.1,426.14
CA-2018-1628,2018-11-22,Corporate,Illinois,Central,Furniture,3032.96,6,0.1,-90.99
CA-2017-1629,2017-08-12,Consumer,Virginia,East,Furniture,1374.21,8,0.2,-151.16
CA-2018-1630,2018-10-23,Home Office,Texas,Central,Office Supplies,4473.42,7,0,805.22
CA-2015-1631,2015-11-03,Consumer,Illinois,Central,Office Supplies,240.23,1,0.1,24.02
CA-2018-1632,2018-10-25,Corporate,Ohio,Central,Furniture,1744.26,6,0,87.21
CA-2016-1633,2016-08-10,Consumer,Indiana,Central,Office Supplies,174.06,3,0,31.33
CA-2015-1634,2015-12-27,Corporate,Michigan,Central,Furniture,589.27,2,0.1,-17.68
CA-2016-1635,2016-06-03,Consumer,Oregon,West,Technology,153.62,2,0,33.8
CA-2016-1636,2016-07-11,Corporate,Alabama,South,Office Supplies,6959.61,10,0.1,695.96
CA-2018-1637,2018-05-04,Corporate,California,West,Technology,194.06,4,0.7,-65.98
CA-2017-1638,2017-05-26,Home Office,New Jersey,East,Office Supplies,2468.2,4,0,444.28
CA-2018-1639,2018-07-12,Home Office,Pennsylvania,East,Office Supplies,1000.2,8,0.5,-220.04
CA-2017-1640,2017-09-18,Consumer,Wisconsin,Central,Furniture,1583.6,4,0,79.18
CA-2017-1641,2017-07-26,Home Office,Tennessee,South,Furniture,1168.65,7,0.5,-409.03
CA-2015-1642,2015-09-08,Corporate,California,West,Technology,1752.28,5,0.2,105.14
CA-2015-1643,2015-03-14,Home Office,California,West,Office Supplies,1875.63,10,0.7,-712.74
CA-2015-1644,2015-05-21,Home Office,Georgia,South,Furniture,3811.92,8,0.3,-724.26
CA-2017-1645,2017-06-25,Corporate,Michigan,Central,Technology,246.01,1,0.5,-44.28
CA-2017-1646,2017-10-11,Consumer,Arizona,West,Technology,558.94,6,0.3,-11.18
CA-2016-1647,2016-11-05,Consumer,New York,East,Office Supplies,408.15,6,0.5,-89.79
CA-2016-1648,2016-12-06,Home Office,Texas,Central,Furniture,2658.53,10,0.3,-505.12
CA-2016-1649,2016-01-18,Corporate,Colorado,West,Furniture,555.9,6,0.5,-194.56
CA-2015-1650,2015-08-07,Corporate,California,West,Furniture,1075.6,3,0.1,-32.27
CA-2016-1651,2016-05-22,Corporate,Florida,South,Office Supplies,939.12,6,0.5,-206.61
CA-2018-1652,2018-11-09,Consumer,Georgia,South,Technology,146.76,1,0,32.29
CA-2018-1653,2018-01-16,Consumer,Arizona,West,Office Supplies,3727.92,8,0,671.03
CA-2015-1654,2015-07-27,Consumer,Ohio,Central,Technology,1443.88,6,0.3,-28.88
CA-2016-1655,2016-07-26,Consumer,Wisconsin,Central,Technology,378.58,2,0,83.29
CA-2016-1656,2016-06-14,Home Office,Nevada,West,Furniture,258.9,5,0.7,-132.04
CA-2016-1657,2016-06-02,Home Office,Pennsylvania,East,Technology,3355.4,6,0.1,469.76
CA-2015-1658,2015-06-15,Corporate,North Carolina,South,Furniture,962.64,8,0.1,-28.88
CA-2017-1659,2017-06-18,Corporate,Illinois,Central,Furniture,332.99,5,0.3,-63.27
CA-2015-1660,2015-10-28,Home Office,Illinois,Central,Office Supplies,2472.32,4,0,445.02
CA-2017-1661,2017-12-18,Home Office,North Carolina,South,Technology,478.27,3,0.3,-9.57
CA-2018-1662,2018-02-17,Home Office,Virginia,East,Office Supplies,6721.1,10,0,1209.8
CA-2017-1663,2017-04-09,Home Office,California,West,Technology,765.23,7,0.3,-15.3
CA-2016-1664,2016-05-20,Consumer,Indiana,Central,Technology,1373.7,5,0.5,-247.27
CA-2017-1665,2017-12-04,Consumer,Tennessee,South,Furniture,235.76,6,0.1,-7.07
CA-2016-1666,2016-09-14,Home Office,North Carolina,South,Furniture,3543.64,6,0.1,-106.31
CA-2017-1667,2017-06-04,Consumer,Colorado,West,Office Supplies,5372.15,7,0,966.99
CA-2018-1668,2018-01-12,Corporate,Tennessee,South,Furniture,3515.47,7,0,175.77
CA-2017-1669,2017-07-02,Home Office,Wisconsin,Central,Office Supplies,1340.73,6,0.5,-294.96
CA-2015-1670,2015-02-18,Consumer,Illinois,Central,Technology,1121.9,2,0.2,67.31
CA-2017-1671,2017-10-19,Home Office,California,West,Technology,552.04,4,0,121.45
CA-2015-1672,2015-11-09,Corporate,Colorado,West,Furniture,447.11,2,0.7,-228.03
CA-2017-1673,2017-02-07,Corporate,New Jersey,East,Technology,2207.33,7,0.1,309.03
CA-2015-1674,2015-08-17,Corporate,Illinois,Central,Furniture,2128.96,8,0.2,-234.19
CA-2016-1675,2016-10-24,Consumer,New York,East,Furniture,2022.62,4,0.1,-60.68
CA-2018-1676,2018-02-15,Home Office,Pennsylvania,East,Furniture,674.3,10,0,33.71
CA-2016-1677,2016-03-11,Consumer,Virginia,East,Furniture,505.51,4,0.7,-257.81
CA-2016-1678,2016-04-04,Consumer,Pennsylvania,East,Furniture,1883.41,3,0.1,-56.5
CA-2016-1679,2016-04-07,Corporate,Washington,West,Office Supplies,265.56,5,0.2,5.31
CA-2017-1680,2017-01-11,Corporate,Nevada,West,Office Supplies,4387.46,7,0,789.74
CA-2018-1681,2018-03-25,Corporate,Alabama,South,Office Supplies,3540.0,5,0,637.2
CA-2015-1682,2015-06-04,Home Office,Arizona,West,Technology,292.21,2,0.7,-99.35
CA-2015-1683,2015-09-25,Corporate,Tennessee,South,Furniture,4409.82,9,0,220.49
CA-2018-1684,2018-10-26,Corporate,Colorado,West,Office Supplies,1514.84,4,0,272.67
CA-2015-1685,2015-05-18,Corporate,Wisconsin,Central,Technology,332.49,1,0,73.15
CA-2017-1686,2017-09-20,Consumer,Michigan,Central,Technology,447.25,5,0.5,-80.51
CA-2017-1687,2017-05-11,Corporate,Wisconsin,Central,Technology,2986.56,9,0.2,179.19
CA-2016-1688,2016-05-05,Corporate,Pennsylvania,East,Office Supplies,1408.99,6,0.7,-535.42
CA-2015-1689,2015-09-16,Home Office,Wisconsin,Central,Office Supplies,7324.2,10,0,1318.36
CA-2018-1690,2018-03-15,Consumer,North Carolina,South,Technology,1462.85,3,0.2,87.77
CA-2016-1691,2016-02-25,Corporate,Massachusetts,East,Furniture,1729.45,4,0.3,-328.6
CA-2017-1692,2017-12-21,Corporate,New Jersey,East,Technology,345.21,6,0.5,-62.14
CA-2015-1693,2015-06-25,Corporate,Massachusetts,East,Furniture,1029.9,10,0,51.5
CA-2015-1694,2015-04-18,Corporate,Tennessee,South,Office Supplies,2154.68,7,0.3,-129.28
CA-2016-1695,2016-04-12,Corporate,Oregon,West,Technology,6460.02,9,0,1421.2
CA-2016-1696,2016-11-26,Consumer,Illinois,Central,Office Supplies,1281.81,7,0.5,-282.0
CA-2015-1697,2015-10-26,Home Office,Colorado,West,Technology,213.93,3,0,47.06
CA-2018-1698,2018-10-03,Home Office,New York,East,Technology,4259.15,7,0,937.01
CA-2016-1699,2016-05-08,Corporate,Massachusetts,East,Furniture,3131.24,7,0,156.56
CA-2015-1700,2015-05-19,Home Office,Virginia,East,Office Supplies,7164.81,9,0,1289.67
CA-2016-1701,2016-01-04,Consumer,Georgia,South,Office Supplies,479.66,2,0,86.34
CA-2016-1702,2016-06-14,Consumer,Massachusetts,East,Office Supplies,717.75,7,0.3,-43.06
CA-2016-1703,2016-07-12,Consumer,Ohio,Central,Furniture,227.04,8,0.7,-115.79
CA-2018-1704,2018-12-28,Corporate,Ohio,Central,Furniture,179.41,2,0.2,-19.74
CA-2015-1705,2015-03-28,Consumer,California,West,Technology,4967.55,7,0.1,695.46
CA-2017-1706,2017-11-04,Home Office,New Jersey,East,Office Supplies,3571.83,9,0,642.93
CA-2016-1707,2016-06-20,Consumer,Colorado,West,Office Supplies,2442.7,5,0,439.69
CA-2016-1708,2016-02-24,Home Office,Florida,South,Technology,3613.92,6,0,795.06
CA-2018-1709,2018-02-23,Corporate,New Jersey,East,Technology,427.43,4,0.7,-145.33
CA-2015-1710,2015-04-25,Consumer,Arizona,West,Furniture,4191.14,9,0.3,-796.32
CA-2018-1711,2018-07-08,Corporate,Wisconsin,Central,Technology,322.82,2,0.2,19.37
CA-2015-1712,2015-04-03,Corporate,Alabama,South,Technology,358.16,4,0,78.8
CA-2015-1713,2015-12-09,Home Office,Michigan,Central,Technology,1837.99,7,0,404.36
CA-2018-1714,2018-09-18,Consumer,Pennsylvania,East,Office Supplies,892.64,6,0.7,-339.2
CA-2015-1715,2015-11-18,Consumer,Colorado,West,Furniture,2226.7,7,0,111.33
CA-2018-1716,2018-06-17,Home Office,Florida,South,Furniture,3015.8,4,0,150.79
CA-2015-1717,2015-04-22,Consumer,Tennessee,South,Office Supplies,706.77,1,0,127.22
CA-2017-1718,2017-06-16,Home Office,Indiana,Central,Furniture,127.3,4,0.5,-44.55
CA-2018-1719,2018-09-23,Consumer,Colorado,West,Technology,766.4,2,0.3,-15.33
CA-2016-1720,2016-03-22,Consumer,Tennessee,South,Technology,458.94,4,0.2,27.54
CA-2016-1721,2016-03-15,Corporate,Colorado,West,Office Supplies,756.43,4,0.7,-287.44
CA-2015-1722,2015-03-08,Corporate,California,West,Office Supplies,1016.66,4,0.5,-223.67
CA-2017-1723,2017-11-12,Corporate,Georgia,South,Furniture,1521.6,4,0.2,-167.38
CA-2016-1724,2016-09-01,Home Office,Oregon,West,Furniture,564.73,4,0.7,-288.01
CA-2015-1725,2015-06-02,Consumer,Pennsylvania,East,Office Supplies,303.0,4,0.5,-66.66
CA-2015-1726,2015-08-10,Consumer,Indiana,Central,Furniture,99.98,3,0.3,-19.0
CA-2017-1727,2017-05-24,Home Office,Georgia,South,Office Supplies,1410.05,7,0.5,-310.21
CA-2016-1728,2016-09-12,Consumer,Georgia,South,Furniture,4397.13,9,0,219.86
CA-2016-1729,2016-03-22,Corporate,New Jersey,East,Furniture,909.75,5,0,45.49
CA-2017-1730,2017-09-21,Corporate,Georgia,South,Technology,120.78,2,0.2,7.25
CA-2018-1731,2018-06-02,Corporate,Florida,South,Technology,212.67,1,0.2,12.76
CA-2017-1732,2017-09-09,Corporate,Alabama,South,Office Supplies,4125.52,8,0,742.59
CA-2016-1733,2016-05-15,Home Office,Michigan,Central,Office Supplies,1469.8,10,0.5,-323.36
CA-2015-1734,2015-04-27,Home Office,New York,East,Office Supplies,5196.66,7,0,935.4
CA-2016-1735,2016-05-04,Consumer,Texas,Central,Furniture,568.9,8,0.3,-108.09
CA-2015-1736,2015-11-25,Home Office,Florida,South,Office Supplies,745.9,5,0,134.26
CA-2017-1737,2017-06-08,Home Office,Georgia,South,Office Supplies,179.51,1,0.7,-68.21
CA-2017-1738,2017-01-03,Consumer,Tennessee,South,Office Supplies,3056.82,6,0,550.23
CA-2018-1739,2018-12-05,Home Office,Washington,West,Technology,324.62,1,0,71.42
CA-2017-1740,2017-03-20,Home Office,New York,East,Office Supplies,549.86,3,0.3,-32.99
CA-2015-1741,2015-07-07,Home Office,Michigan,Central,Office Supplies,4195.68,8,0,755.22
CA-2017-1742,2017-06-01,Corporate,Illinois,Central,Office Supplies,3144.24,4,0,565.96
CA-2016-1743,2016-04-22,Home Office,Georgia,South,Technology,4804.59,7,0,1057.01
CA-2016-1744,2016-10-21,Consumer,Florida,South,Furniture,3257.24,7,0.2,-358.3
CA-2015-1745,2015-07-03,Consumer,Wisconsin,Central,Furniture,1718.88,8,0,85.94
CA-2015-1746,2015-07-18,Home Office,Tennessee,South,Furniture,6301.04,8,0,315.05
CA-2015-1747,2015-08-01,Consumer,Oregon,West,Office Supplies,3909.9,10,0,703.78
CA-2015-1748,2015-08-04,Consumer,Florida,South,Office Supplies,527.19,3,0,94.89
CA-2015-1749,2015-07-01,Home Office,Texas,Central,Office Supplies,133.31,1,0,24.0
CA-2016-1750,2016-02-14,Corporate,Georgia,South,Furniture,5325.9,10,0,266.3
CA-2016-1751,2016-04-25,Home Office,Wisconsin,Central,Office Supplies,2318.16,4,0,417.27
CA-2015-1752,2015-08-27,Home Office,New Jersey,East,Technology,1230.25,5,0.3,-24.6
CA-2016-1753,2016-02-02,Home Office,North Carolina,South,Office Supplies,207.62,3,0.5,-45.68
CA-2017-1754,2017-06-24,Consumer,New Jersey,East,Office Supplies,2480.7,5,0,446.53
CA-2015-1755,2015-06-12,Home Office,Virginia,East,Furniture,395.39,2,0.2,-43.49
CA-2018-1756,2018-08-06,Home Office,Arizona,West,Office Supplies,702.2,6,0.3,-42.13
CA-2017-1757,2017-11-19,Corporate,New York,East,Technology,3222.1,7,0,708.86
CA-2018-1758,2018-11-08,Corporate,Tennessee,South,Technology,361.16,5,0.2,21.67
CA-2016-1759,2016-10-01,Consumer,North Carolina,South,Office Supplies,1749.12,8,0.5,-384.81
CA-2018-1760,2018-10-01,Home Office,Alabama,South,Office Supplies,2130.12,9,0,383.42
CA-2018-1761,2018-03-16,Corporate,Illinois,Central,Furniture,2817.88,4,0,140.89
CA-2018-1762,2018-02-05,Home Office,Michigan,Central,Technology,3269.43,9,0,719.27
CA-2015-1763,2015-07-27,Corporate,Colorado,West,Technology,4549.61,7,0.1,636.95
CA-2016-1764,2016-05-18,Home Office,Michigan,Central,Technology,3257.01,6,0.1,455.98
CA-2015-1765,2015-03-20,Corporate,Michigan,Central,Office Supplies,2919.36,8,0,525.48
CA-2017-1766,2017-04-18,Consumer,North Carolina,South,Furniture,3186.48,8,0,159.32
CA-2016-1767,2016-12-28,Consumer,Oregon,West,Office Supplies,226.7,10,0,40.81
CA-2015-1768,2015-03-07,Corporate,Indiana,Central,Office Supplies,146.34,1,0.3,-8.78
CA-2015-1769,2015-10-08,Corporate,Alabama,South,Office Supplies,205.88,4,0.7,-78.23
CA-2016-1770,2016-05-20,Corporate,Indiana,Central,Office Supplies,5613.03,9,0,1010.35
CA-2016-1771,2016-01-08,Corporate,Pennsylvania,East,Furniture,534.24,10,0.2,-58.77
CA-2015-1772,2015-02-12,Consumer,Massachusetts,East,Furniture,688.34,2,0.1,-20.65
CA-2017-1773,2017-01-02,Home Office,North Carolina,South,Office Supplies,193.83,1,0.3,-11.63
CA-2018-1774,2018-03-11,Home Office,Ohio,Central,Furniture,2758.5,9,0.5,-965.48
CA-2016-1775,2016-01-19,Consumer,Wisconsin,Central,Office Supplies,3758.32,8,0,676.5
CA-2017-1776,2017-06-22,Consumer,Oregon,West,Furniture,229.51,1,0.2,-25.25
CA-2017-1777,2017-09-24,Consumer,Nevada,West,Technology,7600.8,10,0,1672.18
CA-2017-1778,2017-11-03,Corporate,California,West,Office Supplies,935.8,10,0.5,-205.88
CA-2018-1779,2018-12-23,Corporate,Arizona,West,Furniture,363.6,5,0.7,-185.44
CA-2015-1780,2015-03-21,Consumer,Massachusetts,East,Office Supplies,2051.85,5,0,369.33
CA-2017-1781,2017-06-23,Corporate,Colorado,West,Furniture,169.22,1,0,8.46
CA-2018-1782,2018-06-13,Corporate,Illinois,Central,Technology,141.5,1,0.7,-48.11
CA-2016-1783,2016-12-08,Corporate,Florida,South,Office Supplies,508.84,2,0,91.59
CA-2017-1784,2017-08-03,Corporate,Pennsylvania,East,Technology,1202.27,2,0.2,72.14
CA-2016-1785,2016-01-14,Consumer,Virginia,East,Technology,521.04,8,0.5,-93.79
CA-2015-1786,2015-07-27,Home Office,Virginia,East,Furniture,1233.92,5,0.2,-135.73
CA-2015-1787,2015-12-05,Corporate,Nevada,West,Office Supplies,4374.57,9,0.1,437.46
CA-2018-1788,2018-11-13,Consumer,Ohio,Central,Office Supplies,1596.07,5,0.5,-351.14
CA-2015-1789,2015-04-22,Corporate,Ohio,Central,Technology,1584.09,3,0,348.5
CA-2015-1790,2015-02-06,Corporate,Washington,West,Office Supplies,243.49,3,0.7,-92.53
CA-2017-1791,2017-06-24,Home Office,Virginia,East,Office Supplies,2361.33,9,0.5,-519.49
CA-2017-1792,2017-06-27,Corporate,Michigan,Central,Office Supplies,1457.1,5,0,262.28
CA-2016-1793,2016-06-17,Home Office,Florida,South,Office Supplies,4762.98,9,0,857.34
CA-2016-1794,2016-04-09,Home Office,Georgia,South,Office Supplies,99.49,1,0.7,-37.81
CA-2017-1795,2017-05-14,Home Office,California,West,Technology,439.55,7,0.1,61.54
CA-2018-1796,2018-11-14,Consumer,Arizona,West,Technology,1389.6,9,0,305.71
CA-2017-1797,2017-06-18,Consumer,Alabama,South,Technology,760.61,2,0.3,-15.21
CA-2017-1798,2017-04-24,Consumer,Tennessee,South,Furniture,4773.7,10,0,238.69
CA-2015-1799,2015-01-26,Consumer,Georgia,South,Technology,2711.16,8,0.5,-488.01
CA-2017-1800,2017-04-17,Consumer,Indiana,Central,Office Supplies,1118.19,7,0.7,-424.91
CA-2018-1801,2018-11-27,Corporate,Virginia,East,Office Supplies,2880.36,6,0.1,288.04
CA-2016-1802,2016-06-19,Consumer,Arizona,West,Office Supplies,922.8,4,0,166.1
CA-2015-1803,2015-12-18,Home Office,Texas,Central,Office Supplies,6020.1,9,0,1083.62
CA-2015-1804,2015-05-24,Consumer,Arizona,West,Office Supplies,2906.05,7,0,523.09
CA-2018-1805,2018-05-23,Corporate,Colorado,West,Technology,6985.53,9,0,1536.82
CA-2015-1806,2015-06-26,Home Office,Nevada,West,Technology,2304.28,8,0.5,-414.77
CA-2016-1807,2016-01-06,Home Office,New York,East,Office Supplies,916.18,2,0,164.91
CA-2018-1808,2018-09-08,Consumer,Nevada,West,Technology,51.99,3,0.5,-9.36
CA-2017-1809,2017-03-27,Corporate,New York,East,Technology,1326.73,6,0.7,-451.09
CA-2017-1810,2017-07-22,Corporate,Florida,South,Office Supplies,1227.78,6,0.5,-270.11
CA-2015-1811,2015-11-07,Corporate,Georgia,South,Technology,135.55,4,0.7,-46.09
CA-2018-1812,2018-01-28,Home Office,Wisconsin,Central,Furniture,482.99,3,0.7,-246.32
CA-2015-1813,2015-11-07,Corporate,California,West,Furniture,2191.65,10,0.5,-767.08
CA-2015-1814,2015-10-08,Consumer,Florida,South,Technology,383.45,5,0,84.36
CA-2017-1815,2017-10-20,Corporate,North Carolina,South,Furniture,2795.76,4,0,139.79
CA-2015-1816,2015-06-23,Corporate,Alabama,South,Furniture,5109.72,7,0,255.49
CA-2018-1817,2018-01-13,Home Office,Florida,South,Furniture,4010.0,10,0.2,-441.1
CA-2016-1818,2016-06-19,Corporate,Nevada,West,Furniture,4601.88,10,0.1,-138.06
CA-2018-1819,2018-06-14,Corporate,Colorado,West,Technology,2066.58,3,0,454.65
CA-2015-1820,2015-01-01,Corporate,New York,East,Office Supplies,1134.23,5,0.7,-431.01
CA-2016-1821,2016-12-16,Corporate,Texas,Central,Technology,1236.8,8,0,272.1
CA-2016-1822,2016-11-18,Corporate,Georgia,South,Office Supplies,637.06,2,0,114.67
CA-2015-1823,2015-09-28,Consumer,Georgia,South,Technology,2458.38,6,0,540.84
CA-2018-1824,2018-07-26,Home Office,Indiana,Central,Furniture,714.4,10,0,35.72
CA-2016-1825,2016-05-10,Corporate,Michigan,Central,Furniture,451.96,2,0,22.6
CA-2017-1826,2017-09-25,Consumer,Ohio,Central,Office Supplies,37.34,1,0.2,0.75
CA-2016-1827,2016-09-28,Corporate,Georgia,South,Furniture,363.6,2,0.1,-10.91
CA-2015-1828,2015-06-20,Corporate,Texas,Central,Technology,1998.72,10,0.2,119.92
CA-2015-1829,2015-03-07,Corporate,Virginia,East,Technology,3170.09,7,0,697.42
CA-2017-1830,2017-09-08,Home Office,Alabama,South,Furniture,747.62,5,0.5,-261.67
CA-2017-1831,2017-04-22,Consumer,Georgia,South,Technology,2074.36,6,0.1,290.41
CA-2018-1832,2018-06-16,Consumer,Tennessee,South,Technology,3412.08,10,0.2,204.72
CA-2015-1833,2015-08-22,Corporate,Nevada,West,Technology,2058.24,5,0.2,123.49
CA-2017-1834,2017-12-19,Corporate,Massachusetts,East,Furniture,4004.34,6,0,200.22
CA-2015-1835,2015-02-03,Corporate,Washington,West,Technology,1035.36,3,0,227.78
CA-2017-1836,2017-09-21,Consumer,Texas,Central,Technology,1733.1,10,0,381.28
CA-2018-1837,2018-08-09,Consumer,Nevada,West,Office Supplies,4200.8,10,0.2,84.02
CA-2018-1838,2018-12-27,Home Office,Indiana,Central,Office Supplies,2992.85,5,0,538.71
CA-2017-1839,2017-02-22,Home Office,Massachusetts,East,Technology,2383.98,10,0.7,-810.55
CA-2015-1840,2015-02-02,Corporate,Massachusetts,East,Office Supplies,3139.68,6,0,565.14
CA-2016-1841,2016-05-26,Corporate,Pennsylvania,East,Technology,1537.43,5,0.5,-276.74
CA-2018-1842,2018-08-07,Consumer,Alabama,South,Office Supplies,530.32,4,0,95.46
CA-2015-1843,2015-03-20,Home Office,Texas,Central,Office Supplies,302.58,6,0.5,-66.57
CA-2017-1844,2017-03-10,Corporate,California,West,Technology,374.08,7,0,82.3
CA-2015-1845,2015-06-24,Consumer,Texas,Central,Furniture,1085.5,3,0.2,-119.41
CA-2015-1846,2015-10-23,Consumer,Alabama,South,Technology,356.02,4,0.3,-7.12
CA-2015-1847,2015-09-23,Corporate,California,West,Technology,484.85,5,0.5,-87.27
CA-2018-1848,2018-07-02,Home Office,Alabama,South,Furniture,1858.13,8,0.7,-947.65
CA-2017-1849,2017-02-06,Home Office,Tennessee,South,Furniture,165.41,3,0.7,-84.36
CA-2015-1850,2015-05-02,Consumer,New York,East,Technology,929.88,8,0.5,-167.38
CA-2015-1851,2015-08-14,Corporate,Georgia,South,Office Supplies,1491.88,4,0,268.54
CA-2016-1852,2016-05-19,Consumer,Oregon,West,Office Supplies,1457.51,7,0.2,29.15
CA-2015-1853,2015-07-24,Home Office,Tennessee,South,Furniture,1651.9,5,0.1,-49.56
CA-2016-1854,2016-08-23,Home Office,New York,East,Office Supplies,598.05,2,0.5,-131.57
CA-2018-1855,2018-09-13,Home Office,Tennessee,South,Office Supplies,239.69,7,0.7,-91.08
CA-2016-1856,2016-08-19,Corporate,Michigan,Central,Technology,3695.93,7,0,813.1
CA-2018-1857,2018-03-02,Consumer,Arizona,West,Office Supplies,532.31,4,0.7,-202.28
CA-2015-1858,2015-04-24,Home Office,Wisconsin,Central,Technology,175.5,10,0.7,-59.67
CA-2015-1859,2015-09-07,Consumer,North Carolina,South,Technology,401.42,2,0.1,56.2
CA-2015-1860,2015-06-02,Corporate,Alabama,South,Office Supplies,3561.6,8,0,641.09
CA-2018-1861,2018-08-05,Consumer,North Carolina,South,Office Supplies,3541.6,10,0,637.49
CA-2017-1862,2017-12-16,Corporate,North Carolina,South,Office Supplies,1582.64,8,0.5,-348.18
CA-2016-1863,2016-09-16,Home Office,Tennessee,South,Office Supplies,239.04,5,0.1,23.9
CA-2017-1864,2017-11-14,Consumer,Florida,South,Office Supplies,193.2,3,0.3,-11.59
CA-2018-1865,2018-07-15,Home Office,Illinois,Central,Technology,460.26,3,0.3,-9.21
CA-2015-1866,2015-05-10,Consumer,Indiana,Central,Technology,647.42,4,0.1,90.64
CA-2015-1867,2015-12-26,Home Office,Colorado,West,Office Supplies,841.82,3,0.2,16.84
CA-2015-1868,2015-03-18,Consumer,New York,East,Technology,2265.04,4,0,498.31
